PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
TX,12420,"Austin-Round Rock-San Marcos, TX",27-1021,Commercial and Industrial Designers,,90,25.5,0.119,2.11,29.19,"60,720",9.5,16.18,21.19,27.14,35.87,48.79,"33,650","44,070","56,460","74,610","101,480",,
TX,12420,"Austin-Round Rock-San Marcos, TX",27-3041,Editors,,700,14.5,0.889,2.09,25.67,"53,390",3.0,14.06,18.87,22.8,31.95,39.87,"29,250","39,260","47,430","66,460","82,920",,
TX,12420,"Austin-Round Rock-San Marcos, TX",27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",,0,0.0,0.0,2.1,15.55,0,28.2,9.95,10.87,12.45,14.08,37.0,0,0,0,0,0,,TRUE
TX,12420,"Austin-Round Rock-San Marcos, TX",27-4032,Film and Video Editors,,120,21.4,0.153,2.07,29.8,"61,980",12.6,8.72,11.72,20.51,36.28,61.57,"18,130","24,370","42,650","75,470","128,070",,
TX,12420,"Austin-Round Rock-San Marcos, TX",27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",,30,32.5,0.042,2.12,19.26,"40,060",9.1,8.16,9.23,16.74,22.21,38.09,"16,980","19,200","34,810","46,210","79,220",,
TX,12420,"Austin-Round Rock-San Marcos, TX",27-1023,Floral Designers,,170,34.2,0.209,2.11,11.95,"24,850",6.5,8.11,9.15,11.0,14.54,17.54,"16,880","19,030","22,890","30,250","36,480",,
TX,12420,"Austin-Round Rock-San Marcos, TX",27-1024,Graphic Designers,,"1,350",12.8,1.715,2.11,24.2,"50,330",3.8,13.77,16.54,21.06,27.99,35.85,"28,640","34,410","43,800","58,220","74,560",,
TX,12420,"Austin-Round Rock-San Marcos, TX",27-1025,Interior Designers,,300,26.9,0.382,2.11,20.69,"43,040",6.9,12.45,16.25,20.51,23.11,29.09,"25,890","33,800","42,650","48,070","60,500",,
TX,12420,"Austin-Round Rock-San Marcos, TX",27-3091,Interpreters and Translators,,730,5.8,0.924,2.09,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,
TX,12420,"Austin-Round Rock-San Marcos, TX",27-3099,"Media and Communication Workers, All Other",,0,0.0,0.0,2.09,18.72,"38,930",6.3,8.68,12.7,17.18,24.29,29.19,"18,060","26,420","35,740","50,530","60,700",,
TX,12420,"Austin-Round Rock-San Marcos, TX",27-1026,Merchandise Displayers and Window Trimmers,,480,24.4,0.615,2.11,11.92,"24,780",3.3,8.11,9.22,11.28,13.95,16.75,"16,860","19,190","23,450","29,020","34,830",,
TX,12420,"Austin-Round Rock-San Marcos, TX",27-1014,Multimedia Artists and Animators,,380,30.3,0.482,2.12,24.98,"51,960",5.4,13.21,16.69,22.0,32.55,42.27,"27,470","34,720","45,770","67,700","87,920",,
TX,12420,"Austin-Round Rock-San Marcos, TX",27-2041,Music Directors and Composers,,260,7.1,0.326,2.1,23.63,"49,160",5.4,18.5,19.97,21.99,25.17,28.79,"38,490","41,530","45,750","52,350","59,890",,
TX,12420,"Austin-Round Rock-San Marcos, TX",27-2042,Musicians and Singers,,280,24.7,0.354,2.1,27.18,0,10.1,7.99,8.97,19.71,33.11,76.05,0,0,0,0,0,,TRUE
TX,12420,"Austin-Round Rock-San Marcos, TX",27-4021,Photographers,,370,16.3,0.474,2.08,16.62,"34,560",12.5,8.57,10.8,15.48,18.58,26.48,"17,830","22,450","32,200","38,640","55,070",,
TX,12420,"Austin-Round Rock-San Marcos, TX",27-2012,Producers and Directors,,530,18.5,0.674,2.11,25.4,"52,840",2.8,12.78,15.49,21.62,32.71,45.12,"26,590","32,220","44,970","68,030","93,850",,
TX,12420,"Austin-Round Rock-San Marcos, TX",27-3012,Public Address System and Other Announcers,,180,48.2,0.223,2.1,11.09,"23,070",9.1,7.69,8.22,9.11,14.07,17.73,"15,990","17,100","18,950","29,280","36,870",,
TX,12420,"Austin-Round Rock-San Marcos, TX",27-3031,Public Relations Specialists,,"3,220",15.1,4.092,2.09,28.49,"59,250",4.0,15.53,19.38,24.81,32.92,44.86,"32,300","40,320","51,610","68,480","93,300",,
TX,12420,"Austin-Round Rock-San Marcos, TX",27-3011,Radio and Television Announcers,,160,30.3,0.199,2.1,28.68,"59,650",18.6,9.0,12.76,17.96,29.06,71.14,"18,720","26,540","37,350","60,440","147,980",,
TX,12420,"Austin-Round Rock-San Marcos, TX",27-3022,Reporters and Correspondents,,260,14.9,0.33,2.1,18.75,"38,990",11.3,8.87,12.2,15.27,24.28,33.12,"18,460","25,380","31,760","50,510","68,880",,
TX,12420,"Austin-Round Rock-San Marcos, TX",27-4014,Sound Engineering Technicians,,130,34.8,0.168,2.08,17.86,"37,160",13.5,8.56,10.42,13.54,20.18,28.64,"17,810","21,670","28,170","41,980","59,580",,
TX,12420,"Austin-Round Rock-San Marcos, TX",27-3042,Technical Writers,,710,15.9,0.905,2.09,28.06,"58,360",4.9,14.64,20.79,26.28,35.33,42.92,"30,450","43,240","54,660","73,490","89,280",,
TX,12420,"Austin-Round Rock-San Marcos, TX",27-3043,Writers and Authors,,430,12.5,0.546,2.09,31.8,"66,140",7.3,16.0,20.12,27.9,35.14,45.82,"33,270","41,840","58,040","73,090","95,310",,
TX,19124,"Dallas-Plano-Irving, TX Metropolitan Division",27-2011,Actors,,"1,080",38.5,0.527,1.97,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,TRUE
TX,19124,"Dallas-Plano-Irving, TX Metropolitan Division",27-1011,Art Directors,,520,18.8,0.252,1.99,42.22,"87,810",4.7,23.45,30.32,35.69,50.64,67.33,"48,780","63,070","74,240","105,330","140,040",,
TX,19124,"Dallas-Plano-Irving, TX Metropolitan Division",27-1019,"Artists and Related Workers, All Other",,0,0.0,0.0,1.98,10.63,"22,120",15.2,7.51,7.9,8.54,9.18,16.25,"15,620","16,420","17,760","19,100","33,800",,
TX,19124,"Dallas-Plano-Irving, TX Metropolitan Division",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"26,540",4.2,12.98,1.99,24.61,"51,200",3.3,8.98,12.82,20.72,30.1,42.42,"18,680","26,660","43,100","62,610","88,230",,
TX,19124,"Dallas-Plano-Irving, TX Metropolitan Division",27-2021,Athletes and Sports Competitors,,330,32.6,0.161,1.96,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,TRUE,
TX,19124,"Dallas-Plano-Irving, TX Metropolitan Division",27-4011,Audio and Video Equipment Technicians,,740,20.9,0.36,1.94,22.02,"45,800",3.6,12.07,17.72,22.33,26.81,29.59,"25,100","36,870","46,450","55,750","61,550",,
TX,19124,"Dallas-Plano-Irving, TX Metropolitan Division",27-4012,Broadcast Technicians,,200,23.5,0.099,1.94,22.1,"45,960",7.8,9.18,15.82,21.24,30.51,34.86,"19,100","32,900","44,170","63,470","72,510",,
TX,19124,"Dallas-Plano-Irving, TX Metropolitan Division",27-4031,"Camera Operators, Television, Video, and Motion Picture",,160,24.3,0.076,1.93,21.73,"45,200",6.2,10.77,18.96,23.74,26.84,28.54,"22,400","39,440","49,390","55,830","59,370",,
TX,19124,"Dallas-Plano-Irving, TX Metropolitan Division",27-2032,Choreographers,,0,0.0,0.0,1.96,23.53,"48,930",5.2,19.55,20.81,22.91,26.12,28.37,"40,670","43,290","47,660","54,340","59,010",,
TX,19124,"Dallas-Plano-Irving, TX Metropolitan Division",27-2022,Coaches and Scouts,,"2,650",13.7,1.295,1.96,0.0,"37,720",9.9,0.0,0.0,0.0,0.0,0.0,"16,780","18,930","29,540","50,000","72,490",TRUE,
TX,19124,"Dallas-Plano-Irving, TX Metropolitan Division",27-1021,Commercial and Industrial Designers,,500,24.4,0.246,1.98,29.29,"60,930",5.7,16.34,20.31,25.86,36.24,50.83,"33,980","42,240","53,790","75,380","105,730",,
TX,19124,"Dallas-Plano-Irving, TX Metropolitan Division",27-1012,Craft Artists,,100,25.3,0.051,1.99,10.49,"21,820",7.9,7.75,8.32,9.3,12.11,15.93,"16,110","17,310","19,340","25,200","33,130",,
TX,19124,"Dallas-Plano-Irving, TX Metropolitan Division",27-1029,"Designers, All Other",,50,41.8,0.022,1.97,23.08,"48,000",14.4,9.75,12.95,20.51,31.28,41.67,"20,290","26,940","42,660","65,070","86,680",,
TX,19124,"Dallas-Plano-Irving, TX Metropolitan Division",27-3041,Editors,,"1,050",11.2,0.514,1.94,24.45,"50,850",4.7,10.43,14.89,22.5,32.03,40.1,"21,690","30,980","46,790","66,610","83,410",,
TX,19124,"Dallas-Plano-Irving, TX Metropolitan Division",27-1022,Fashion Designers,,190,32.2,0.095,1.98,23.85,"49,600",7.6,11.89,13.62,19.6,31.92,42.39,"24,740","28,320","40,770","66,390","88,180",,
TX,19124,"Dallas-Plano-Irving, TX Metropolitan Division",27-4032,Film and Video Editors,,230,22.3,0.113,1.93,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,
TX,19124,"Dallas-Plano-Irving, TX Metropolitan Division",27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",,90,26.3,0.044,1.98,19.1,"39,730",7.7,9.19,13.08,16.93,21.79,33.99,"19,120","27,210","35,220","45,310","70,700",,
TX,19124,"Dallas-Plano-Irving, TX Metropolitan Division",27-1023,Floral Designers,,700,25.1,0.344,1.98,12.31,"25,600",4.7,8.7,9.99,11.56,14.79,17.14,"18,090","20,780","24,040","30,770","35,640",,
TX,19124,"Dallas-Plano-Irving, TX Metropolitan Division",27-1024,Graphic Designers,,"2,780",7.5,1.36,1.98,23.44,"48,750",2.1,13.22,16.47,21.74,28.22,35.71,"27,490","34,260","45,230","58,690","74,270",,
TX,19124,"Dallas-Plano-Irving, TX Metropolitan Division",27-1025,Interior Designers,,910,14.3,0.444,1.97,24.8,"51,580",2.9,14.52,19.57,23.33,28.35,38.34,"30,200","40,710","48,530","58,970","79,750",,
TX,19124,"Dallas-Plano-Irving, TX Metropolitan Division",27-3091,Interpreters and Translators,,830,34.0,0.405,1.94,16.52,"34,360",12.9,8.17,9.34,14.72,21.55,29.65,"17,000","19,420","30,620","44,830","61,670",,
TX,19124,"Dallas-Plano-Irving, TX Metropolitan Division",27-4099,"Media and Communication Equipment Workers, All Other",,90,37.9,0.045,1.92,29.21,"60,750",21.9,10.45,11.84,27.29,39.63,45.73,"21,740","24,620","56,770","82,430","95,130",,
TX,19124,"Dallas-Plano-Irving, TX Metropolitan Division",27-3099,"Media and Communication Workers, All Other",,100,14.1,0.049,1.94,31.65,"65,840",12.1,12.19,16.23,27.9,36.39,45.42,"25,360","33,750","58,030","75,680","94,470",,
TX,19124,"Dallas-Plano-Irving, TX Metropolitan Division",27-1026,Merchandise Displayers and Window Trimmers,,"1,890",28.4,0.925,1.97,14.13,"29,400",4.7,8.56,10.46,12.77,14.62,22.61,"17,800","21,750","26,570","30,410","47,020",,
TX,19124,"Dallas-Plano-Irving, TX Metropolitan Division",27-1014,Multimedia Artists and Animators,,800,15.4,0.391,1.98,29.44,"61,230",3.6,16.19,20.22,27.22,38.0,46.17,"33,680","42,070","56,610","79,040","96,040",,
TX,19124,"Dallas-Plano-Irving, TX Metropolitan Division",27-2041,Music Directors and Composers,,830,3.2,0.408,1.96,20.92,"43,500",16.6,7.99,8.81,21.3,27.56,35.3,"16,620","18,310","44,300","57,330","73,420",,
TX,19124,"Dallas-Plano-Irving, TX Metropolitan Division",27-2042,Musicians and Singers,,750,28.2,0.367,1.96,17.7,0,8.6,8.91,10.54,17.57,22.36,28.54,0,0,0,0,0,,TRUE
TX,19124,"Dallas-Plano-Irving, TX Metropolitan Division",27-4021,Photographers,,740,19.1,0.363,1.93,13.53,"28,140",7.5,8.05,9.02,11.78,16.2,22.75,"16,740","18,770","24,500","33,700","47,320",,
TX,19124,"Dallas-Plano-Irving, TX Metropolitan Division",27-2012,Producers and Directors,,640,16.7,0.312,1.97,30.72,"63,900",6.3,13.55,17.33,28.59,41.13,54.59,"28,180","36,040","59,460","85,550","113,550",,
TX,19124,"Dallas-Plano-Irving, TX Metropolitan Division",27-3012,Public Address System and Other Announcers,,240,35.6,0.118,1.95,11.73,"24,390",3.7,8.13,9.24,10.75,13.02,15.93,"16,910","19,210","22,360","27,080","33,130",,
TX,19124,"Dallas-Plano-Irving, TX Metropolitan Division",27-3031,Public Relations Specialists,,"4,670",7.5,2.284,1.94,33.47,"69,620",7.5,15.96,20.53,28.78,38.5,52.34,"33,200","42,700","59,850","80,080","108,860",,
TX,19124,"Dallas-Plano-Irving, TX Metropolitan Division",27-3011,Radio and Television Announcers,,350,25.9,0.171,1.96,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,
TX,19124,"Dallas-Plano-Irving, TX Metropolitan Division",27-3022,Reporters and Correspondents,,320,22.2,0.158,1.95,19.36,"40,260",20.8,9.17,11.04,13.28,17.24,38.63,"19,070","22,950","27,620","35,860","80,360",,
TX,19124,"Dallas-Plano-Irving, TX Metropolitan Division",27-1027,Set and Exhibit Designers,,0,0.0,0.0,1.97,24.96,"51,920",4.0,18.41,22.42,25.68,28.38,32.33,"38,300","46,640","53,420","59,040","67,250",,
TX,19124,"Dallas-Plano-Irving, TX Metropolitan Division",27-4014,Sound Engineering Technicians,,130,30.6,0.064,1.94,22.99,"47,830",8.7,9.16,12.07,16.3,33.55,46.87,"19,050","25,100","33,910","69,780","97,480",,
TX,19124,"Dallas-Plano-Irving, TX Metropolitan Division",27-3042,Technical Writers,,820,12.0,0.403,1.94,31.56,"65,640",3.0,16.76,24.4,32.27,38.98,45.16,"34,860","50,750","67,120","81,080","93,940",,
TX,19124,"Dallas-Plano-Irving, TX Metropolitan Division",27-2023,"Umpires, Referees, and Other Sports Officials",,70,47.6,0.032,1.96,0.0,"26,790",12.0,0.0,0.0,0.0,0.0,0.0,"16,520","18,090","21,730","31,500","38,060",TRUE,
TX,19124,"Dallas-Plano-Irving, TX Metropolitan Division",27-3043,Writers and Authors,,480,12.6,0.236,1.94,27.56,"57,330",5.5,10.28,18.19,26.41,34.26,41.59,"21,380","37,840","54,930","71,270","86,500",,
TX,23104,"Fort Worth-Arlington, TX Metropolitan Division",27-2011,Actors,,80,24.7,0.094,1.89,13.99,0,16.9,8.09,9.05,10.58,17.76,27.07,0,0,0,0,0,,TRUE
TX,23104,"Fort Worth-Arlington, TX Metropolitan Division",27-1011,Art Directors,,100,20.5,0.119,1.9,33.98,"70,680",6.9,19.34,21.25,29.05,39.9,54.81,"40,240","44,190","60,420","83,000","114,010",,
TX,23104,"Fort Worth-Arlington, TX Metropolitan Division",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"8,860",8.0,10.366,1.9,20.47,"42,590",3.5,9.09,12.78,17.62,25.14,35.24,"18,900","26,580","36,650","52,280","73,290",,
TX,23104,"Fort Worth-Arlington, TX Metropolitan Division",27-4011,Audio and Video Equipment Technicians,,210,22.0,0.25,1.88,22.34,"46,470",6.1,12.16,14.75,20.19,31.26,34.51,"25,290","30,690","41,990","65,030","71,780",,
TX,23104,"Fort Worth-Arlington, TX Metropolitan Division",27-4012,Broadcast Technicians,,170,44.3,0.198,1.88,18.43,"38,330",7.3,8.3,9.63,17.65,22.34,31.24,"17,270","20,030","36,710","46,470","64,980",,
TX,23104,"Fort Worth-Arlington, TX Metropolitan Division",27-4031,"Camera Operators, Television, Video, and Motion Picture",,110,37.5,0.125,1.87,26.46,"55,030",18.5,13.01,18.01,23.14,37.67,43.0,"27,060","37,470","48,130","78,350","89,440",,
TX,23104,"Fort Worth-Arlington, TX Metropolitan Division",27-2022,Coaches and Scouts,,"1,240",22.4,1.456,1.89,0.0,"31,060",7.4,0.0,0.0,0.0,0.0,0.0,"16,950","19,390","28,110","38,870","47,760",TRUE,
TX,23104,"Fort Worth-Arlington, TX Metropolitan Division",27-1021,Commercial and Industrial Designers,,100,42.9,0.116,1.9,24.14,"50,210",7.6,15.49,16.95,21.67,30.48,36.53,"32,210","35,250","45,070","63,390","75,990",,
TX,23104,"Fort Worth-Arlington, TX Metropolitan Division",27-3041,Editors,,390,41.2,0.456,1.88,37.79,"78,610",9.6,17.51,24.13,42.41,52.91,56.68,"36,420","50,190","88,210","110,050","117,890",,
TX,23104,"Fort Worth-Arlington, TX Metropolitan Division",27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",,0,0.0,0.0,1.88,27.8,0,8.3,17.29,19.57,21.91,36.38,50.37,0,0,0,0,0,,TRUE
TX,23104,"Fort Worth-Arlington, TX Metropolitan Division",27-4032,Film and Video Editors,,50,39.8,0.057,1.87,16.58,"34,490",2.6,11.77,13.63,16.39,19.47,22.34,"24,490","28,350","34,080","40,500","46,460",,
TX,23104,"Fort Worth-Arlington, TX Metropolitan Division",27-1023,Floral Designers,,320,33.0,0.377,1.9,11.14,"23,160",6.4,8.11,9.16,10.64,12.74,14.67,"16,860","19,050","22,120","26,500","30,520",,
TX,23104,"Fort Worth-Arlington, TX Metropolitan Division",27-1024,Graphic Designers,,870,15.9,1.018,1.9,19.64,"40,860",2.4,11.99,15.72,18.39,22.69,28.14,"24,940","32,700","38,260","47,200","58,540",,
TX,23104,"Fort Worth-Arlington, TX Metropolitan Division",27-1025,Interior Designers,,220,28.2,0.253,1.9,23.56,"49,000",8.4,13.2,15.76,19.67,32.43,40.26,"27,450","32,780","40,900","67,450","83,740",,
TX,23104,"Fort Worth-Arlington, TX Metropolitan Division",27-3091,Interpreters and Translators,,370,29.1,0.433,1.88,16.28,"33,850",7.0,11.33,13.67,16.14,18.12,22.77,"23,570","28,430","33,580","37,700","47,360",,
TX,23104,"Fort Worth-Arlington, TX Metropolitan Division",27-1026,Merchandise Displayers and Window Trimmers,,"1,060",34.6,1.24,1.9,13.62,"28,330",3.9,8.76,11.44,13.39,15.9,17.82,"18,230","23,790","27,860","33,070","37,070",,
TX,23104,"Fort Worth-Arlington, TX Metropolitan Division",27-1014,Multimedia Artists and Animators,,120,31.7,0.145,1.9,28.97,"60,250",5.3,14.62,20.38,27.6,35.11,49.5,"30,410","42,380","57,410","73,020","102,960",,
TX,23104,"Fort Worth-Arlington, TX Metropolitan Division",27-2041,Music Directors and Composers,,80,9.6,0.099,1.88,34.32,"71,380",7.2,20.16,24.39,28.55,41.05,60.1,"41,930","50,730","59,380","85,370","125,010",,
TX,23104,"Fort Worth-Arlington, TX Metropolitan Division",27-2042,Musicians and Singers,,290,39.9,0.335,1.88,25.43,0,6.2,9.18,23.33,25.58,27.79,29.57,0,0,0,0,0,,TRUE
TX,23104,"Fort Worth-Arlington, TX Metropolitan Division",27-4021,Photographers,,400,26.7,0.471,1.87,15.97,"33,220",12.1,7.91,8.76,13.62,18.74,31.63,"16,460","18,230","28,320","38,990","65,800",,
TX,23104,"Fort Worth-Arlington, TX Metropolitan Division",27-2012,Producers and Directors,,160,37.9,0.187,1.89,20.27,"42,170",5.3,12.01,15.0,18.44,23.02,33.24,"24,980","31,190","38,350","47,890","69,140",,
TX,23104,"Fort Worth-Arlington, TX Metropolitan Division",27-3031,Public Relations Specialists,,"1,200",8.1,1.403,1.88,26.76,"55,660",2.5,14.96,19.16,23.58,32.03,42.76,"31,110","39,840","49,040","66,630","88,950",,
TX,23104,"Fort Worth-Arlington, TX Metropolitan Division",27-3011,Radio and Television Announcers,,0,0.0,0.0,1.88,14.38,"29,910",8.7,9.45,10.75,15.66,17.39,18.43,"19,660","22,350","32,570","36,180","38,340",,
TX,23104,"Fort Worth-Arlington, TX Metropolitan Division",27-3022,Reporters and Correspondents,,190,45.0,0.218,1.88,15.71,"32,670",3.2,8.14,9.19,13.06,19.25,25.02,"16,930","19,110","27,160","40,050","52,050",,
TX,23104,"Fort Worth-Arlington, TX Metropolitan Division",27-1027,Set and Exhibit Designers,,40,21.5,0.045,1.89,19.79,"41,150",3.8,13.6,18.36,20.35,22.11,23.27,"28,280","38,180","42,340","45,990","48,400",,
TX,23104,"Fort Worth-Arlington, TX Metropolitan Division",27-4014,Sound Engineering Technicians,,40,38.9,0.045,1.88,14.35,"29,850",6.7,8.2,9.37,13.6,19.44,21.7,"17,050","19,490","28,280","40,430","45,130",,
TX,23104,"Fort Worth-Arlington, TX Metropolitan Division",27-3042,Technical Writers,,260,15.5,0.301,1.88,26.48,"55,090",2.1,15.7,18.52,25.57,33.0,36.86,"32,660","38,520","53,190","68,640","76,680",,
TX,23104,"Fort Worth-Arlington, TX Metropolitan Division",27-2023,"Umpires, Referees, and Other Sports Officials",,190,13.0,0.226,1.89,0.0,"37,000",6.3,0.0,0.0,0.0,0.0,0.0,"22,690","31,710","35,500","42,970","53,820",TRUE,
TX,23104,"Fort Worth-Arlington, TX Metropolitan Division",27-3043,Writers and Authors,,160,30.8,0.183,1.88,29.16,"60,660",3.9,13.72,19.58,27.25,34.82,50.4,"28,550","40,730","56,670","72,420","104,820",,
TX,26420,"Houston-Sugar Land-Baytown, TX",27-2011,Actors,,150,49.2,0.06,1.85,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,TRUE
TX,26420,"Houston-Sugar Land-Baytown, TX",27-1011,Art Directors,,500,23.5,0.195,1.87,35.67,"74,200",5.3,19.26,25.31,32.86,41.1,50.92,"40,060","52,650","68,340","85,490","105,910",,
TX,26420,"Houston-Sugar Land-Baytown, TX",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"23,830",4.3,9.338,1.87,21.71,"45,150",2.3,8.85,11.88,18.76,27.86,36.56,"18,400","24,710","39,010","57,940","76,050",,
TX,26420,"Houston-Sugar Land-Baytown, TX",27-4011,Audio and Video Equipment Technicians,,570,19.7,0.223,1.83,18.89,"39,300",3.1,9.7,13.87,18.06,23.67,28.75,"20,180","28,840","37,570","49,230","59,790",,
TX,26420,"Houston-Sugar Land-Baytown, TX",27-4012,Broadcast Technicians,,290,29.6,0.115,1.83,19.19,"39,910",5.0,8.86,11.56,17.78,23.53,34.19,"18,420","24,040","36,980","48,930","71,110",,
TX,26420,"Houston-Sugar Land-Baytown, TX",27-4031,"Camera Operators, Television, Video, and Motion Picture",,0,0.0,0.0,1.83,13.7,"28,500",15.4,7.82,8.41,9.4,17.73,22.52,"16,270","17,500","19,560","36,890","46,840",,
TX,26420,"Houston-Sugar Land-Baytown, TX",27-2032,Choreographers,,280,43.3,0.112,1.84,25.33,"52,680",8.8,14.5,17.29,24.59,29.27,42.76,"30,160","35,970","51,150","60,880","88,950",,
TX,26420,"Houston-Sugar Land-Baytown, TX",27-2022,Coaches and Scouts,,"2,330",9.4,0.912,1.85,0.0,"32,160",5.2,0.0,0.0,0.0,0.0,0.0,"17,280","20,180","25,950","34,370","54,560",TRUE,
TX,26420,"Houston-Sugar Land-Baytown, TX",27-1021,Commercial and Industrial Designers,,530,25.0,0.206,1.86,34.38,"71,520",6.2,17.31,23.73,32.53,43.35,56.03,"36,010","49,360","67,670","90,160","116,540",,
TX,26420,"Houston-Sugar Land-Baytown, TX",27-1012,Craft Artists,,90,33.2,0.037,1.87,15.24,"31,700",6.0,8.2,9.34,12.63,18.43,29.96,"17,050","19,440","26,280","38,330","62,310",,
TX,26420,"Houston-Sugar Land-Baytown, TX",27-1029,"Designers, All Other",,70,47.3,0.026,1.86,21.24,"44,180",10.1,10.45,16.28,19.0,26.16,34.29,"21,740","33,870","39,520","54,410","71,330",,
TX,26420,"Houston-Sugar Land-Baytown, TX",27-3041,Editors,,"1,070",13.6,0.418,1.84,23.77,"49,440",4.0,10.41,14.99,22.64,30.96,38.62,"21,650","31,180","47,080","64,400","80,340",,
TX,26420,"Houston-Sugar Land-Baytown, TX",27-1022,Fashion Designers,,140,29.5,0.054,1.86,32.0,"66,560",18.0,14.03,19.66,25.51,34.96,66.2,"29,170","40,890","53,060","72,710","137,690",,
TX,26420,"Houston-Sugar Land-Baytown, TX",27-4032,Film and Video Editors,,150,20.8,0.057,1.82,20.18,"41,970",7.3,9.52,14.29,17.94,22.67,30.79,"19,800","29,720","37,310","47,150","64,040",,
TX,26420,"Houston-Sugar Land-Baytown, TX",27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",,60,33.0,0.024,1.87,22.12,"46,000",13.0,12.23,14.75,17.55,31.47,40.69,"25,430","30,670","36,490","65,470","84,640",,
TX,26420,"Houston-Sugar Land-Baytown, TX",27-1023,Floral Designers,,610,13.4,0.241,1.86,11.58,"24,080",4.9,7.98,8.84,10.7,13.41,16.18,"16,600","18,390","22,250","27,890","33,660",,
TX,26420,"Houston-Sugar Land-Baytown, TX",27-1024,Graphic Designers,,"2,900",9.1,1.136,1.86,21.84,"45,430",2.8,13.05,16.02,19.59,26.42,33.43,"27,130","33,310","40,750","54,950","69,540",,
TX,26420,"Houston-Sugar Land-Baytown, TX",27-1025,Interior Designers,,960,19.0,0.376,1.86,27.32,"56,820",5.1,14.12,19.42,25.36,33.94,44.97,"29,380","40,400","52,760","70,580","93,540",,
TX,26420,"Houston-Sugar Land-Baytown, TX",27-3091,Interpreters and Translators,,910,9.2,0.356,1.83,25.66,"53,370",4.1,15.49,18.82,23.52,32.68,39.05,"32,220","39,140","48,920","67,980","81,210",,
TX,26420,"Houston-Sugar Land-Baytown, TX",27-4099,"Media and Communication Equipment Workers, All Other",,70,26.1,0.027,1.82,37.98,"79,010",6.5,11.23,25.72,35.58,53.23,64.68,"23,350","53,500","74,010","110,710","134,530",,
TX,26420,"Houston-Sugar Land-Baytown, TX",27-3099,"Media and Communication Workers, All Other",,50,40.2,0.021,1.83,26.69,"55,520",20.1,8.21,9.35,20.49,34.86,43.73,"17,070","19,440","42,630","72,500","90,970",,
TX,26420,"Houston-Sugar Land-Baytown, TX",27-1026,Merchandise Displayers and Window Trimmers,,"2,550",24.3,0.999,1.86,10.54,"21,930",4.9,7.76,8.38,9.46,11.42,14.96,"16,140","17,440","19,680","23,740","31,120",,
TX,26420,"Houston-Sugar Land-Baytown, TX",27-1014,Multimedia Artists and Animators,,270,22.7,0.104,1.87,27.68,"57,570",5.2,16.89,21.48,27.9,33.67,38.27,"35,130","44,680","58,040","70,040","79,600",,
TX,26420,"Houston-Sugar Land-Baytown, TX",27-2041,Music Directors and Composers,,280,11.7,0.11,1.84,28.3,"58,870",7.3,20.32,23.03,26.39,29.77,35.93,"42,260","47,910","54,890","61,910","74,740",,
TX,26420,"Houston-Sugar Land-Baytown, TX",27-2042,Musicians and Singers,,130,19.4,0.05,1.84,23.77,0,11.6,8.15,9.39,21.09,37.88,43.61,0,0,0,0,0,,TRUE
TX,26420,"Houston-Sugar Land-Baytown, TX",27-4021,Photographers,,"1,180",19.8,0.462,1.83,17.89,"37,220",15.2,8.01,8.95,10.9,19.63,29.04,"16,650","18,610","22,680","40,840","60,410",,
TX,26420,"Houston-Sugar Land-Baytown, TX",27-2012,Producers and Directors,,680,18.1,0.265,1.85,23.62,"49,130",4.4,10.85,14.95,20.66,29.36,40.16,"22,580","31,090","42,970","61,070","83,520",,
TX,26420,"Houston-Sugar Land-Baytown, TX",27-3012,Public Address System and Other Announcers,,0,0.0,0.0,1.84,19.96,"41,530",14.9,7.97,8.75,17.29,24.33,28.16,"16,580","18,200","35,970","50,600","58,580",,
TX,26420,"Houston-Sugar Land-Baytown, TX",27-3031,Public Relations Specialists,,"3,690",7.2,1.444,1.84,27.19,"56,560",3.9,14.84,18.69,24.15,32.81,41.92,"30,860","38,870","50,230","68,250","87,190",,
